SKILLNAME	ICON	ACTIVITY_TYPE
combat_smuggler_prereq_novice	/Styles.Icon.command.cheapShot	pistol
combat_smuggler_prereq_master	/Styles.Icon.command.blastAway	pistol
combat_smuggler_prereq_01	/Styles.Icon.command.hipShot	pistol
combat_smuggler_prereq_02	/Styles.Icon.command.blastAway	pistol
combat_smuggler_prereq_03	/Styles.Icon.command.cheapShot	pistol
combat_smuggler_prereq_04	/Styles.Icon.command.blastAway	pistol
combat_smuggler_combat_01	/Styles.Icon.command.feignDeath	pistol
combat_smuggler_combat_02	/Styles.Icon.command.dizzyRecovery	pistol
combat_smuggler_combat_03	/Styles.Icon.command.lowBlow	pistol
combat_smuggler_combat_04	/Styles.Icon.command.stunRecovery	pistol
combat_smuggler_master	/Styles.Icon.command.concussionShot	pistol
combat_smuggler_novice	/Styles.Icon.command.concussionShot	pistol
combat_smuggler_slicing_01	/Styles.Icon.command.installMissionTerminal	pistol
combat_smuggler_slicing_02	/Styles.Icon.command.overwhelmingShot	pistol
combat_smuggler_slicing_03	/Styles.Icon.buffs.armorHinderance	pistol
combat_smuggler_slicing_04	/Styles.Icon.command.overwhelmingShot	pistol
combat_smuggler_spice_01	/Styles.Icon.command.recklessshot	pistol
combat_smuggler_spice_02	/Styles.Icon.command.restrainingshot	pistol
combat_smuggler_spice_03	/Styles.Icon.command.recklessshot	pistol
combat_smuggler_spice_04	/Styles.Icon.command.restrainingshot	pistol
combat_smuggler_underworld_01	/Styles.Icon.command.panicShot	pistol
combat_smuggler_underworld_02	/Styles.Icon.command.blindRecovery	pistol
combat_smuggler_underworld_03	/Styles.Icon.command.panicShot	pistol
combat_smuggler_underworld_04	/Styles.Icon.command.lastDitch	pistol
combat_unarmed_prereq_novice	/Styles.Icon.command.forceStrike	unarmed
combat_unarmed_prereq_master	/Styles.Icon.command.forceFocus	unarmed
combat_unarmed_prereq_01	/Styles.Icon.command.forceFocus	unarmed
combat_unarmed_prereq_02	/Styles.Icon.command.centerOfBeing	unarmed
combat_unarmed_prereq_03	/Styles.Icon.command.forceStrike	unarmed
combat_unarmed_prereq_04	/Styles.Icon.command.centerOfBeing	unarmed
combat_unarmed_ability_01	/Styles.Icon.command.dizzyAttack	unarmed
combat_unarmed_ability_02	/Styles.Icon.command.taunt	unarmed
combat_unarmed_ability_03	/Styles.Icon.command.dizzyAttack	unarmed
combat_unarmed_ability_04	/Styles.Icon.command.taunt	unarmed
combat_unarmed_accuracy_01	/Styles.Icon.command.blindRecovery	unarmed
combat_unarmed_accuracy_02	/Styles.Icon.command.powerBoost	unarmed
combat_unarmed_accuracy_03	/Styles.Icon.command.dizzyRecovery	unarmed
combat_unarmed_accuracy_04	/Styles.Icon.command.forceOfWIll	unarmed
combat_unarmed_master	/Styles.Icon.command.dizzyAttack	unarmed
combat_unarmed_novice	/Styles.Icon.command.meditate	unarmed
combat_unarmed_speed_01	/Styles.Icon.command.centerOfBeing	unarmed
combat_unarmed_speed_02	/Styles.Icon.command.legSweep	unarmed
combat_unarmed_speed_03	/Styles.Icon.command.stunRecovery	unarmed
combat_unarmed_speed_04	/Styles.Icon.command.legSweep	unarmed
combat_unarmed_support_01	/Styles.Icon.command.comboAttack	unarmed
combat_unarmed_support_02	/Styles.Icon.command.taunt	unarmed
combat_unarmed_support_03	/Styles.Icon.command.comboAttack	unarmed
combat_unarmed_support_04	/Styles.Icon.command.taunt	unarmed
crafting_architect_blueprints_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_blueprints_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_blueprints_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_blueprints_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_harvesting_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_harvesting_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_harvesting_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_harvesting_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_master	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_novice	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_production_01	/Styles.Icon.command.consider	crafting
crafting_architect_production_02	/Styles.Icon.command.consider	crafting
crafting_architect_production_03	/Styles.Icon.command.consider	crafting
crafting_architect_production_04	/Styles.Icon.command.consider	crafting
crafting_architect_techniques_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_techniques_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_techniques_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_architect_techniques_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_armorsmith_complexity_01	/Styles.Icon.command.stabilizers	crafting
crafting_armorsmith_complexity_02	/Styles.Icon.command.stabilizers	crafting
crafting_armorsmith_complexity_03	/Styles.Icon.command.stabilizers	crafting
crafting_armorsmith_complexity_04	/Styles.Icon.command.stabilizers	crafting
crafting_armorsmith_deflectors_01	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_deflectors_02	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_deflectors_03	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_deflectors_04	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_heavy_01	/Styles.Icon.command.paralyze	crafting
crafting_armorsmith_heavy_02	/Styles.Icon.command.paralyze	crafting
crafting_armorsmith_heavy_03	/Styles.Icon.command.paralyze	crafting
crafting_armorsmith_heavy_04	/Styles.Icon.command.paralyze	crafting
crafting_armorsmith_master	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_novice	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_personal_01	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_personal_02	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_personal_03	/Styles.Icon.Misc.genericArmor	crafting
crafting_armorsmith_personal_04	/Styles.Icon.Misc.genericArmor	crafting
crafting_artisan_business_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_business_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_business_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_business_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_domestic_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_domestic_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_domestic_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_domestic_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_engineering_01	/Styles.Icon.command.consider	crafting
crafting_artisan_engineering_02	/Styles.Icon.command.consider	crafting
crafting_artisan_engineering_03	/Styles.Icon.command.consider	crafting
crafting_artisan_engineering_04	/Styles.Icon.command.consider	crafting
crafting_artisan_master	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_novice	/Styles.Icon.Misc.genericSchematic	crafting
crafting_artisan_survey_01	/Styles.Icon.command.disarmTrap	crafting
crafting_artisan_survey_02	/Styles.Icon.command.disarmTrap	crafting
crafting_artisan_survey_03	/Styles.Icon.command.disarmTrap	crafting
crafting_artisan_survey_04	/Styles.Icon.command.disarmTrap	crafting
crafting_chef_dessert_01	/Styles.Icon.buffs.foodDessert	crafting
crafting_chef_dessert_02	/Styles.Icon.buffs.foodDessert	crafting
crafting_chef_dessert_03	/Styles.Icon.buffs.foodDessert	crafting
crafting_chef_dessert_04	/Styles.Icon.buffs.foodDessert	crafting
crafting_chef_dish_01	/Styles.Icon.buffs.foodMeal	crafting
crafting_chef_dish_02	/Styles.Icon.buffs.foodMeal	crafting
crafting_chef_dish_03	/Styles.Icon.buffs.foodMeal	crafting
crafting_chef_dish_04	/Styles.Icon.buffs.foodMeal	crafting
crafting_chef_drink_01	/Styles.Icon.buffs.foodBeverage	crafting
crafting_chef_drink_02	/Styles.Icon.buffs.foodBeverage	crafting
crafting_chef_drink_03	/Styles.Icon.buffs.foodBeverage	crafting
crafting_chef_drink_04	/Styles.Icon.buffs.foodBeverage	crafting
crafting_chef_master	/Styles.Icon.buffs.foodMeal	crafting
crafting_chef_novice	/Styles.Icon.buffs.foodMeal	crafting
crafting_chef_techniques_01	/Styles.Icon.buffs.foodVegetable	crafting
crafting_chef_techniques_02	/Styles.Icon.buffs.foodVegetable	crafting
crafting_chef_techniques_03	/Styles.Icon.buffs.foodVegetable	crafting
crafting_chef_techniques_04	/Styles.Icon.buffs.foodVegetable	crafting
crafting_droidengineer_blueprints_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_blueprints_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_blueprints_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_blueprints_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_master	/Styles.Icon.command.detonateDroid	crafting
crafting_droidengineer_novice	/Styles.Icon.command.detonateDroid	crafting
crafting_droidengineer_production_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_production_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_production_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_production_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_refinement_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_refinement_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_refinement_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_refinement_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_techniques_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_techniques_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_techniques_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_droidengineer_techniques_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_merchant_advertising_01	/Styles.Icon.Misc.genericInstrument	crafting
crafting_merchant_advertising_02	/Styles.Icon.Misc.genericInstrument	crafting
crafting_merchant_advertising_03	/Styles.Icon.Misc.genericInstrument	crafting
crafting_merchant_advertising_04	/Styles.Icon.Misc.genericInstrument	crafting
crafting_merchant_hiring_01	/Styles.Icon.command.sysGroup	crafting
crafting_merchant_hiring_02	/Styles.Icon.command.sysGroup	crafting
crafting_merchant_hiring_03	/Styles.Icon.command.sysGroup	crafting
crafting_merchant_hiring_04	/Styles.Icon.command.sysGroup	crafting
crafting_merchant_management_01	/Styles.Icon.command.dragPlayer	crafting
crafting_merchant_management_02	/Styles.Icon.command.dragPlayer	crafting
crafting_merchant_management_03	/Styles.Icon.command.dragPlayer	crafting
crafting_merchant_management_04	/Styles.Icon.command.dragPlayer	crafting
crafting_merchant_master	/Styles.Icon.command.covercharge	crafting
crafting_merchant_novice	/Styles.Icon.command.covercharge	crafting
crafting_merchant_sales_01	/Styles.Icon.command.covercharge	crafting
crafting_merchant_sales_02	/Styles.Icon.command.covercharge	crafting
crafting_merchant_sales_03	/Styles.Icon.command.covercharge	crafting
crafting_merchant_sales_04	/Styles.Icon.command.covercharge	crafting
crafting_shipwright_defense_01	/Styles.Icon.Misc.genericArmor	crafting
crafting_shipwright_defense_02	/Styles.Icon.Misc.genericArmor	crafting
crafting_shipwright_defense_03	/Styles.Icon.Misc.genericArmor	crafting
crafting_shipwright_defense_04	/Styles.Icon.Misc.genericArmor	crafting
crafting_shipwright_engineering_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_engineering_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_engineering_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_engineering_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_master	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_novice	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_propulsion_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_propulsion_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_propulsion_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_propulsion_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_systems_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_systems_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_systems_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_shipwright_systems_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_tailor_casual_01	/Styles.Icon.music.breakdance	crafting
crafting_tailor_casual_02	/Styles.Icon.music.breakdance	crafting
crafting_tailor_casual_03	/Styles.Icon.music.breakdance	crafting
crafting_tailor_casual_04	/Styles.Icon.music.breakdance	crafting
crafting_tailor_field_01	/Styles.Icon.Misc.genericArmor	crafting
crafting_tailor_field_02	/Styles.Icon.Misc.genericArmor	crafting
crafting_tailor_field_03	/Styles.Icon.Misc.genericArmor	crafting
crafting_tailor_field_04	/Styles.Icon.Misc.genericArmor	crafting
crafting_tailor_formal_01	/Styles.Icon.music.bunduki	crafting
crafting_tailor_formal_02	/Styles.Icon.music.bunduki	crafting
crafting_tailor_formal_03	/Styles.Icon.music.bunduki	crafting
crafting_tailor_formal_04	/Styles.Icon.music.bunduki	crafting
crafting_tailor_master	/Styles.Icon.music.bunduki	crafting
crafting_tailor_novice	/Styles.Icon.music.breakdance	crafting
crafting_tailor_production_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_tailor_production_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_tailor_production_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_tailor_production_04	/Styles.Icon.Misc.genericSchematic	crafting
crafting_weaponsmith_firearms_01	/Styles.Icon.command.rangedShot	crafting
crafting_weaponsmith_firearms_02	/Styles.Icon.command.rangedShot	crafting
crafting_weaponsmith_firearms_03	/Styles.Icon.command.rangedShot	crafting
crafting_weaponsmith_firearms_04	/Styles.Icon.command.rangedShot	crafting
crafting_weaponsmith_master	/Styles.Icon.command.meleeStrike	crafting
crafting_weaponsmith_melee_01	/Styles.Icon.command.meleeHit	crafting
crafting_weaponsmith_melee_02	/Styles.Icon.command.meleeHit	crafting
crafting_weaponsmith_melee_03	/Styles.Icon.command.meleeHit	crafting
crafting_weaponsmith_melee_04	/Styles.Icon.command.meleeHit	crafting
crafting_weaponsmith_munitions_01	/Styles.Icon.command.placedShot	crafting
crafting_weaponsmith_munitions_02	/Styles.Icon.command.placedShot	crafting
crafting_weaponsmith_munitions_03	/Styles.Icon.command.placedShot	crafting
crafting_weaponsmith_munitions_04	/Styles.Icon.command.placedShot	crafting
crafting_weaponsmith_novice	/Styles.Icon.Misc.genericSchematic	crafting
crafting_weaponsmith_techniques_01	/Styles.Icon.Misc.genericSchematic	crafting
crafting_weaponsmith_techniques_02	/Styles.Icon.Misc.genericSchematic	crafting
crafting_weaponsmith_techniques_03	/Styles.Icon.Misc.genericSchematic	crafting
crafting_weaponsmith_techniques_04	/Styles.Icon.Misc.genericSchematic	crafting
outdoors_bio_engineer_creature_01	/Styles.Icon.command.trainPet	crafting
outdoors_bio_engineer_creature_02	/Styles.Icon.command.trainPet	crafting
outdoors_bio_engineer_creature_03	/Styles.Icon.command.trainPet	crafting
outdoors_bio_engineer_creature_04	/Styles.Icon.command.trainPet	crafting
outdoors_bio_engineer_dna_harvesting_01	/Styles.Icon.command.petFrenzy	crafting
outdoors_bio_engineer_dna_harvesting_02	/Styles.Icon.command.petFrenzy	crafting
outdoors_bio_engineer_dna_harvesting_03	/Styles.Icon.command.petFrenzy	crafting
outdoors_bio_engineer_dna_harvesting_04	/Styles.Icon.command.petFrenzy	crafting
outdoors_bio_engineer_master	/Styles.Icon.command.trainPet	crafting
outdoors_bio_engineer_novice	/Styles.Icon.command.trainPet	crafting
outdoors_bio_engineer_production_01	/Styles.Icon.command.petShield	crafting
outdoors_bio_engineer_production_02	/Styles.Icon.command.petShield	crafting
outdoors_bio_engineer_production_03	/Styles.Icon.command.petShield	crafting
outdoors_bio_engineer_production_04	/Styles.Icon.command.petShield	crafting
outdoors_bio_engineer_tissue_01	/Styles.Icon.command.petBleedAttack	crafting
outdoors_bio_engineer_tissue_02	/Styles.Icon.command.petBleedAttack	crafting
outdoors_bio_engineer_tissue_03	/Styles.Icon.command.petBleedAttack	crafting
outdoors_bio_engineer_tissue_04	/Styles.Icon.command.petBleedAttack	crafting
outdoors_ranger_prereq_novice	/Styles.Icon.command.placedShot	combat
outdoors_ranger_prereq_master	/Styles.Icon.command.rapidFire	combat
outdoors_ranger_prereq_01	/Styles.Icon.command.smokeGrenade	combat
outdoors_ranger_prereq_02	/Styles.Icon.command.stealth	combat
outdoors_ranger_prereq_03	/Styles.Icon.command.terminateTarget	combat
outdoors_ranger_prereq_04	/Styles.Icon.command.stealth	combat
outdoors_ranger_harvest_01	/Styles.Icon.command.blendIn	combat
outdoors_ranger_harvest_02	/Styles.Icon.command.blendIn	combat
outdoors_ranger_harvest_03	/Styles.Icon.command.blendIn	combat
outdoors_ranger_harvest_04	/Styles.Icon.command.blendIn	combat
outdoors_ranger_master	/Styles.Icon.command.urbanStealth	combat
outdoors_ranger_movement_01	/Styles.Icon.command.camouflageSelf	combat
outdoors_ranger_movement_02	/Styles.Icon.command.camouflageAlly	combat
outdoors_ranger_movement_03	/Styles.Icon.command.camouflageSelf	combat
outdoors_ranger_movement_04	/Styles.Icon.command.camouflageAlly	combat
outdoors_ranger_novice	/Styles.Icon.command.blendIn	combat
outdoors_ranger_support_01	/Styles.Icon.command.blendIn	combat
outdoors_ranger_support_02	/Styles.Icon.command.detectCamouflage	combat
outdoors_ranger_support_03	/Styles.Icon.command.detectCamouflage	combat
outdoors_ranger_support_04	/Styles.Icon.command.disarmTrap	combat
outdoors_ranger_tracking_01	/Styles.Icon.command.wildernessStealth	combat
outdoors_ranger_tracking_02	/Styles.Icon.command.wildernessStealth	combat
outdoors_ranger_tracking_03	/Styles.Icon.command.incognito	combat
outdoors_ranger_tracking_04	/Styles.Icon.command.wildernessStealth	combat
outdoors_scout_camp_01	/Styles.Icon.command.petDefense	combat
outdoors_scout_camp_02	/Styles.Icon.command.petDefense	combat
outdoors_scout_camp_03	/Styles.Icon.command.petDefense	combat
outdoors_scout_camp_04	/Styles.Icon.command.petDefense	combat
outdoors_scout_harvest_01	/Styles.Icon.command.forage	combat
outdoors_scout_harvest_02	/Styles.Icon.command.forage	combat
outdoors_scout_harvest_03	/Styles.Icon.command.forage	combat
outdoors_scout_harvest_04	/Styles.Icon.command.forage	combat
outdoors_scout_master	/Styles.Icon.command.forage	combat
outdoors_scout_movement_01	/Styles.Icon.command.burstRun	combat
outdoors_scout_movement_02	/Styles.Icon.command.maskScent	combat
outdoors_scout_movement_03	/Styles.Icon.command.burstRun	combat
outdoors_scout_movement_04	/Styles.Icon.command.burstRun	combat
outdoors_scout_novice	/Styles.Icon.command.throwGrenade	combat
outdoors_scout_tools_01	/Styles.Icon.command.throwGrenade	combat
outdoors_scout_tools_02	/Styles.Icon.command.throwGrenade	combat
outdoors_scout_tools_03	/Styles.Icon.command.throwGrenade	combat
outdoors_scout_tools_04	/Styles.Icon.command.throwGrenade	combat
outdoors_squadleader_prereq_novice	/Styles.Icon.command.actOfWar	combat
outdoors_squadleader_prereq_master	/Styles.Icon.command.paintTarget	combat
outdoors_squadleader_prereq_01	/Styles.Icon.command.paintTarget	combat
outdoors_squadleader_prereq_02	/Styles.Icon.command.entrench	combat
outdoors_squadleader_prereq_03	/Styles.Icon.command.actOfWar	combat
outdoors_squadleader_prereq_04	/Styles.Icon.command.entrench	combat
outdoors_squadleader_defense_01	/Styles.Icon.command.formup	combat
outdoors_squadleader_defense_02	/Styles.Icon.command.formup	combat
outdoors_squadleader_defense_03	/Styles.Icon.command.formup	combat
outdoors_squadleader_defense_04	/Styles.Icon.command.boostMorale	combat
outdoors_squadleader_master	/Styles.Icon.command.sysGroup	combat
outdoors_squadleader_movement_01	/Styles.Icon.command.burstRun	combat
outdoors_squadleader_movement_02	/Styles.Icon.command.burstRun	combat
outdoors_squadleader_movement_03	/Styles.Icon.command.burstRun	combat
outdoors_squadleader_movement_04	/Styles.Icon.command.burstRun	combat
outdoors_squadleader_novice	/Styles.Icon.command.sysGroup	combat
outdoors_squadleader_offense_01	/Styles.Icon.command.steadyAim	combat
outdoors_squadleader_offense_02	/Styles.Icon.command.steadyAim	combat
outdoors_squadleader_offense_03	/Styles.Icon.command.volleyFire	combat
outdoors_squadleader_offense_04	/Styles.Icon.command.volleyFire	combat
outdoors_squadleader_support_01	/Styles.Icon.command.taunt	combat
outdoors_squadleader_support_02	/Styles.Icon.command.taunt	combat
outdoors_squadleader_support_03	/Styles.Icon.command.retreat	combat
outdoors_squadleader_support_04	/Styles.Icon.command.retreat	combat
phase	/Styles.Icon.role.utility	medic
science_combatmedic_prereq_novice	/Styles.Icon.command.bactaShot	medic
science_combatmedic_prereq_master	/Styles.Icon.command.bactaSpray	medic
science_combatmedic_prereq_01	/Styles.Icon.command.rollShot	medic
science_combatmedic_prereq_02	/Styles.Icon.command.kipUpShot	medic
science_combatmedic_prereq_03	/Styles.Icon.command.bactaToss	medic
science_combatmedic_prereq_04	/Styles.Icon.command.overchargeShot	medic
science_combatmedic_healing_range_01	/Styles.Icon.command.bactaToss	medic
science_combatmedic_healing_range_02	/Styles.Icon.command.bactaSpray	medic
science_combatmedic_healing_range_03	/Styles.Icon.command.bactaToss	medic
science_combatmedic_healing_range_04	/Styles.Icon.command.bactaSpray	medic
science_combatmedic_healing_range_speed_01	/Styles.Icon.command.infect	medic
science_combatmedic_healing_range_speed_02	/Styles.Icon.command.deuteriumToss	medic
science_combatmedic_healing_range_speed_03	/Styles.Icon.command.infect	medic
science_combatmedic_healing_range_speed_04	/Styles.Icon.command.deuteriumToss	medic
science_combatmedic_master	/Styles.Icon.command.resuscitatePlayer	medic
science_combatmedic_medicine_01	/Styles.Icon.command.hemorrhage	medic
science_combatmedic_medicine_02	/Styles.Icon.command.shock	medic
science_combatmedic_medicine_03	/Styles.Icon.command.hemorrhage	medic
science_combatmedic_medicine_04	/Styles.Icon.command.shock	medic
science_combatmedic_novice	/Styles.Icon.command.neurotoxin	medic
science_combatmedic_support_01	/Styles.Icon.command.electrolyteDrain	medic
science_combatmedic_support_02	/Styles.Icon.command.thyroidRupture	medic
science_combatmedic_support_03	/Styles.Icon.command.paralyze	medic
science_combatmedic_support_04	/Styles.Icon.command.thyroidRupture	medic
science_doctor_prereq_novice	/Styles.Icon.command.targetAnatomy	medic
science_doctor_prereq_master	/Styles.Icon.command.bactaSpray	medic
science_doctor_prereq_01	/Styles.Icon.command.bactaSpray	medic
science_doctor_prereq_02	/Styles.Icon.command.neuroToxin	medic
science_doctor_prereq_03	/Styles.Icon.command.targetAnatomy	medic
science_doctor_prereq_04	/Styles.Icon.command.neuroToxin	medic
science_doctor_ability_01	/Styles.Icon.command.poisonInnoculation	medic
science_doctor_ability_02	/Styles.Icon.command.diseaseInnoculation	medic
science_doctor_ability_03	/Styles.Icon.command.poisonInnoculation	medic
science_doctor_ability_04	/Styles.Icon.command.diseaseInnoculation	medic
science_doctor_master	/Styles.Icon.command.revivePlayer	medic
science_doctor_novice	/Styles.Icon.command.bactaJab	medic
science_doctor_support_01	/Styles.Icon.command.endorphineInjection	medic
science_doctor_support_02	/Styles.Icon.command.adrenalBoost	medic
science_doctor_support_03	/Styles.Icon.command.endorphineInjection	medic
science_doctor_support_04	/Styles.Icon.command.serotoninInjection	medic
science_doctor_wound_01	/Styles.Icon.command.bandage	medic
science_doctor_wound_02	/Styles.Icon.command.disinfect	medic
science_doctor_wound_03	/Styles.Icon.command.counterToxin	medic
science_doctor_wound_04	/Styles.Icon.command.disinfect	medic
science_doctor_wound_speed_01	/Styles.Icon.command.bactaInfusion	medic
science_doctor_wound_speed_02	/Styles.Icon.command.bactaShot	medic
science_doctor_wound_speed_03	/Styles.Icon.command.bactaJab	medic
science_doctor_wound_speed_04	/Styles.Icon.command.bactaInfusion	medic
science_medic_ability_01	/Styles.Icon.buffs.genericBuff	medic
science_medic_ability_02	/Styles.Icon.command.diagnose	medic
science_medic_ability_03	/Styles.Icon.buffs.genericBuff	medic
science_medic_ability_04	/Styles.Icon.command.dragincapacitatedplayer	medic
science_medic_crafting_01	/Styles.Icon.buffs.genericBuff	medic
science_medic_crafting_02	/Styles.Icon.buffs.genericBuff	medic
science_medic_crafting_03	/Styles.Icon.buffs.genericBuff	medic
science_medic_crafting_04	/Styles.Icon.buffs.genericBuff	medic
science_medic_injury_01	/Styles.Icon.buffs.genericBuff	medic
science_medic_injury_02	/Styles.Icon.command.stabilizers	medic
science_medic_injury_03	/Styles.Icon.command.stabilizers	medic
science_medic_injury_04	/Styles.Icon.command.nutrientInjection	medic
science_medic_injury_speed_01	/Styles.Icon.command.bactaJab	medic
science_medic_injury_speed_02	/Styles.Icon.command.bactaToss	medic
science_medic_injury_speed_03	/Styles.Icon.command.bactaToss	medic
science_medic_injury_speed_04	/Styles.Icon.command.bactaSpray	medic
science_medic_master	/Styles.Icon.command.serotoninInjection	medic
science_medic_novice	/Styles.Icon.command.bactaShot	medic
social_dancer_ability_01	/Styles.Icon.command.dazzle	dance
social_dancer_ability_02	/Styles.Icon.command.colorSwirl	dance
social_dancer_ability_03	/Styles.Icon.command.centerStage	dance
social_dancer_ability_04	/Styles.Icon.command.floorLights	dance
social_dancer_knowledge_01	/Styles.Icon.music.popular	dance
social_dancer_knowledge_02	/Styles.Icon.music.poplock	dance
social_dancer_knowledge_03	/Styles.Icon.music.lyrical	dance
social_dancer_knowledge_04	/Styles.Icon.music.breakdance	dance
social_dancer_master	/Styles.Icon.music.exotic	dance
social_dancer_novice	/Styles.Icon.music.bunduki	dance
social_dancer_shock_01	/Styles.Icon.music.dance_flourish5	dance
social_dancer_shock_02	/Styles.Icon.music.dance_flourish6	dance
social_dancer_shock_03	/Styles.Icon.music.dance_flourish7	dance
social_dancer_shock_04	/Styles.Icon.music.dance_flourish8	dance
social_dancer_wound_01	/Styles.Icon.music.dance_flourish1	dance
social_dancer_wound_02	/Styles.Icon.music.dance_flourish2	dance
social_dancer_wound_03	/Styles.Icon.music.dance_flourish3	dance
social_dancer_wound_04	/Styles.Icon.music.dance_flourish4	dance
social_entertainer_dance_01	/Styles.Icon.music.basic	dance
social_entertainer_dance_02	/Styles.Icon.music.rhythmic	dance
social_entertainer_dance_03	/Styles.Icon.music.footloose	dance
social_entertainer_dance_04	/Styles.Icon.music.formal	dance
social_entertainer_hairstyle_01	/Styles.Icon.command.imageDesign	entertain
social_entertainer_hairstyle_02	/Styles.Icon.command.imageDesign	entertain
social_entertainer_hairstyle_03	/Styles.Icon.command.imageDesign	entertain
social_entertainer_hairstyle_04	/Styles.Icon.command.imageDesign	entertain
social_entertainer_healing_01	/Styles.Icon.Misc.genericInstrument	entertain
social_entertainer_healing_02	/Styles.Icon.Misc.genericInstrument	entertain
social_entertainer_healing_03	/Styles.Icon.Misc.genericInstrument	entertain
social_entertainer_healing_04	/Styles.Icon.Misc.genericInstrument	entertain
social_entertainer_master	/Styles.Icon.music.ceremonial	entertain
social_entertainer_music_01	/Styles.Icon.music.rock	music
social_entertainer_music_02	/Styles.Icon.music.starwars2	music
social_entertainer_music_03	/Styles.Icon.music.folk	music
social_entertainer_music_04	/Styles.Icon.music.starwars3	music
social_entertainer_novice	/Styles.Icon.command.inspire	music
social_imagedesigner_bodyform_01	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_bodyform_02	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_bodyform_03	/Styles.Icon.command.imageDesign	entertain
